#묶음	번호	식별자	EN	JP	KO
8	3	CELL6711	Will protect your park from nasty hooligans and spot consumer association spies.	迷子の世話や道案内、\nそしてテーマパークの治安を守る、\n頼りになるスタッフです。	
8	4	CELL6721	This entertainer runs around in a shark suit. His crazy antics and sunny disposition keeps guests in good moods.	サメの姿をしたエンターテナー。\nとぼけた動きと陽気な性格で、\nお客さんを楽しませます。	
8	5	CELL6731	This entertainer bounces about in an adorable bear suit. He spreads cheer wherever he goes.	クマの姿をしたエンターテナー。\nぴょんぴょん跳ねて陽気をふりまきます。	
8	6	CELL6741	This entertainer runs around in a chicken suit, flapping his wings. Kids can't take their eyes off him.	大きな鶏の姿をしたエンターテナー。\n羽をバタバタさせるアクションは\n子供の目を釘付け。	
8	7	CELL6751	This entertainer charges about in a rhino suit. His gentle eyes and powerful physique make him a popular figure.	恐竜の姿をしたのエンターテナー。\nつぶらな瞳のかわいい力持ち。\n幅広い層に人気があります。	
8	8	CELL6761	This entertainer's a mountain of muscles. He's got bulging biceps and a heart of gold. As you might expect, the ladies love him.	ムキムキ筋肉男。たくましい腕を持つ\nナイスガイ。愛すべきキモチ悪さから、\n意外にも女性に人気。	
8	9	CELL6771	This entertainer squirms about in a squid costume. His bizarre appearance makes him an object of much attention.	タコのようなイカのような謎のエンターテナー。\nその不思議な容姿で、\n多くの客の注目を集めます。	
8	10	CELL6781	This entertainer clanks around in a retro robot suit. The revolving wind-up key in his back is part of his appeal.	レトロデザインなロボット姿のエンターテナー。\n背中についているゼンマイがチャームポイント。	
8	11	CELL6791	This entertainer prowls the park in a beastly suit. All eyes are locked on him when he breathes gouts of flames. 	怪獣の姿のエンターテナー。\n口から吹く大きな炎に、\nお客さんの目は釘付けです！	
8	12	CELL6801	This entertainer floats about in a ghost suit. He's a cute ghost, though, and will often have a train of admirers.	幽霊の姿のエンターテナー。\n怖い、でもかわいい。\nついつい追いかけられたくなります。	
8	13	CELL6811	A colossal entertainer whose mighty physique and prodigious feats endear him to one guest after another.	巨人エンターテナー。\nその体と豪快なアクションに\n一目惚れするお客さんが続出です。	
9	0	CELL6831	A lush plant that looks great near water attractions. Place a bunch of them together to create your own tropical jungle.	水辺が似合う植物。\nまとめて配置すれば、\nそこはまるで熱帯ジャングルのよう。	
9	1	CELL6841	A tropical or subtropical plant.	常夏の雰囲気を演出してくれる植物。\nサイズは大きめです。	
9	2	CELL6851	Light up your park with these stylish Victorian era lamps.	アンティークなデザインの街灯。\nパーク内を華麗にライトアップします。	
9	3	CELL6861	Widely cultivated in many regions.	真っ赤な果実が美しいリンゴの木。\nサイズが小さく、扱いやすいです。	
9	4	CELL6871	Cultivated in warm regions.	オレンジの木は、\n暖かい地方でよく見られます。	
9	5	CELL6881	Prickly but fragrant flower.	高貴な香りが人々を魅了します。\nトイレの近くに置くと、悪臭を和らげます。	
9	6	CELL6891	An evergreen with acorns as fruit.	一年中緑豊かな葉を付ける木。\nパーク内の爽やかな自然を演出します。	
9	7	CELL6901	A chinese willow tree with long, hanging branches, perfect for ornamentation.	たれ下がる枝が魅力の中国産の木。\n涼しげな雰囲気を演出します。	
9	8	CELL6911	An elegant genus with thin, peeling bark, once used for flogging offenders.	小さい葉と細い幹が印象的な木。\n最も安価なので、気軽に配置できます。	
9	9	CELL6921	Originates in the moonlit groves of Transylvania and flowers baby ghosts once a leap year.	少し不気味な感じがする怪しい木。\nゴーストハウスとの相性が良いでしょう。	
9	10	CELL6931	Complements the pleasantness of your park.	水辺は心を潤すアクセント。\n複数並べることもできます。	
9	11	CELL6941	Add that summer camp feel to your park with the Tree Stump fence.	木の切り株で作った柵。\nサマーキャンプらしさを演出します。	
9	12	CELL6951	Add a little class and privacy to your park with the Privet Hedge.	植物を並べた緑豊かな柵。\nテーマパーク内に高級感を演出します。	
9	13	CELL6961	Make your park feel like a Fort with the Castle fence.	レンガづくりの塀。\n中世ヨーロッパ風の\n雰囲気を漂わす事ができます。	
9	14	CELL6971	For the ultimate in cuteness, transform your park into a little cottage with joy. That is the Picket fence.	純白の柵。\n爽やかな雰囲気を演出します。\n価格もお手頃です。	
9	15	CELL6981	Very important, but think hard before you place it down.	普通のトイレ。\n木製のトイレよりも性能は上ですが、\nまだ少し悪臭が漂います。	
9	16	CELL6991	It smells, leaks and is ecologically unsound - but it does give much-needed relief.	木製のトイレ。\n周囲に悪臭が漂います。\n配置場所には十分注意してください。	
9	17	CELL7001	Super clean, super quick. It's a Super Toilet, for the ultimate in consumer cleanliness.	高性能のトイレ。\n清潔で臭わないので、安心して利用できます。	
9	18	CELL7011	A real crowd-puller, this glittering, dancing fountain is perfect as a central attraction.	パークのシンボルにもなる憩いの施設。\n高価ながらも、\nムードの盛り上げに一役買います。	
9	19	CELL7021	Use these Sign Posts to help people get around your park.	テーマパーク内の道路に、\n施設への案内標識を設置する事ができます。	
9	20	CELL7031	Use these One-Way arrows to improve the flow of people on your park's paths.	テーマパーク内の道路に、\n一方通行を案内する標識を\n設置する事ができます。	
10	0	CELL7051	THEME PARK MENU	THEME PARK MENU	
10	1	CELL7061	NEW GAME	ゲームを最初から始める	
10	2	CELL7071	CONTINUE GAME	ゲームを続きから始める	
10	3	CELL7081	DS WIRELESS COMMUNICATIONS	すれちがい通信	
10	4	CELL7091	LANGUAGE	言語	
10	5	CELL7101	English	English	
10	6	CELL7111	Deustch	Deutsch	
10	7	CELL7121	Français	Français	
10	8	CELL7131	Español	Español	
10	9	CELL7141	Italiano	Italiano	
10	10	CELL7151	日本語	日本語	
11	0	CELL7171	JAN	1月	
11	1	CELL7181	FEB	2月	
11	2	CELL7191	MAR	3月	
11	3	CELL7201	APR	4月	
11	4	CELL7211	MAY	5月	
11	5	CELL7221	JUN	6月	
11	6	CELL7231	JUL	7月	
11	7	CELL7241	AUG	8月	
11	8	CELL7251	SEP	9月	
11	9	CELL7261	OCT	10月	
11	10	CELL7271	NOV	11月	
11	11	CELL7281	DEC	12月	
12	0	TT_FOOD	FOOD THOUGHTS	食べ物について	
12	1	TT_BAD	BAD THOUGHTS	不満に思っていること	
12	2	TT_LOOKING_FOR	LOOKING FOR	探してるもの	
12	3	TT_FULL	FULL THOUGHTS	満腹感	
12	4	TT_FEELINGS	FEELINGS	感想	
12	5	TT_INFO	INFO THOUGHTS	いまの状態	
12	6	TT_HUN_AND_THU	I AM HUNGRY AND THIRSTY	何か口にしたい	
12	7	TT_HUNGRY	I AM HUNGRY	何か食べたい	
12	8	TT_THURSTY	I AM THIRSTY	何か飲みたい	
12	9	TT_NOT_HUN_AND_THU	I AM NOT HUNGRY OR THIRSTY	何も口にしたくない	
12	10	TT_NOT_HUNGRY	I AM NOT HUNGRY	何も食べたくない	
12	11	TT_NOT_THURSTY	I AM NOT THIRSTY	何も飲みたくない	
12	12	TT_STILL_EATING	I AM STILL EATING SOMETHING	いま食べてるところ	
12	13	TT_STILL_DRINKING	I AM STILL DRINKING SOMETHING	いま飲んでるところ	
12	14	TT_GOT_TOY	I HAVE ALREADY GOT THAT TOY	それはもう買った	
12	15	TT_GOING_TO_EXIT	I AM MAKING MY WAY TO THE EXIT	もう帰る	
12	16	TT_NO_MONEY	I DO NOT HAVE MUCH MONEY LEFT	お金がほとんどなくなった	
12	17	TT_BEEN_ON_RIDES	I HAVE BEEN ON MANY OF YOUR RIDES	アトラクションにはかなり乗った	
12	18	TT_BEEN_ON_ALL_RIDES	I HAVE BEEN ON ALL OF YOUR RIDES	アトラクションには全部乗った	
12	19	TT_TIME_TO_GO_HOME	IT IS NEARLY TIME FOR ME TO GO HOME	そろそろ家に帰ろう	
12	20	TT_DRINK_BAD	THE DRINK IS NOT SATISFYING ENOUGH	飲み物がまずい	
12	21	TT_FOOD_BAD	THE FOOD IS NOT SATISFYING ENOUGH	食べ物がまずい	
12	22	TT_PRIZE_BAD	THE PRIZE IS NOT EXPENSIVE ENOUGH	ゲームの景品（賞金）が安っぽい	
12	23	TT_PROB_BAD	NOT ENOUGH CHANCE OF WINNING	ゲームに勝てるとは思えない	
12	24	TT_PRICE_TOO_HIGH	THE PRICE IS TOO HIGH	値段が高すぎる	
12	25	TT_PROFIT_TOO_HIGH	YOU ARE MAKING TOO MUCH PROFIT	ぼったくり同然だ	
12	26	TT_TOO_MUCH_LITTER	THERE IS TOO MUCH LITTER AROUND	ずいぶん散らかってるな	
12	27	TT_WHITE_DICE	WHITE DICE	白いさいころ	
12	28	TT_LOOKING_FOR_EXIT	I AM LOOKING FOR THE EXIT	出口はどこだろう	
12	29	TT_BLOATED	I CAN'T EAT OR DRINK ANOTHER THING	満腹だ	
12	30	TT_STUFFED	I CAN'T EAT ANOTHER BITE	もう何も食べれない	
12	31	TT_QUENCHED	I CAN'T DRINK ANOTHER DROP	もう何も飲めない	
12	32	TT_HAPPY	I AM HAPPY	おもしろい	
12	33	TT_OK	I AM FEELING OKAY	まあまあ	
12	34	TT_UNHAPPY	I AM UNHAPPY	つまらない	
12	35	TT_TIRED_OF_WALKING	I AM GETTING TIRED OF WALKING	もう歩きたくない	
12	36	TT_BORED	I AM GETTING BORED	もうあきた	
12	37	TT_TOILET	I NEED TO GO TO THE TOILET	トイレはどこだろう	
13	0	T_MY_BALANCE	BAL	資金	
13	1	T_MONEY_IN	IN	収入	
13	2	T_MONEY_OUT	OUT	支出	
13	3	T_PEEPS_ON_BUS	BUS	客数	
13	4	T_SHARE_VALUE	SHA	株価	
13	5	T_MONTHLY_GATE_TAKINGS	GATE	入場	
13	6	T_MONTHLY_SHOP_TAKINGS	SHOP	店	
13	7	T_MONTHLY_STAFF_WAGES  	WAGE	人	
13	8	T_OVERALL_RATINGS	RAT	総合	
13	9	T_INFLATION	INF	インフレ率	
13	10	T_INTEREST_RATE	INT	公定歩合	
13	11	T_LONG_MY_BALANCE	BALANCE	資金残高	
13	12	T_LONG_MONEY_IN	MONEY IN	収入	
13	13	T_LONG_MONEY_OUT	MONEY OUT	支出	
13	14	T_LONG_PEEPS_ON_BUS	PEOPLE ON BUS	来場者数	
13	15	T_LONG_SHARE_VALUE	SHARE VALUE	株価	
13	16	T_LONG_MONTHLY_GATE_TAKINGS	GATE TAKINGS	入場料収入	
13	17	T_LONG_MONTHLY_SHOP_TAKINGS	SHOP TAKINGS	ショップ売り上げ収入	
13	18	T_LONG_MONTHLY_STAFF_WAGES 	STAFF WAGES	人件費	
13	19	T_LONG_OVERALL_RATINGS	OVERALL RATINGS	総合評価	
13	20	T_LONG_INFLATION	Inflation	インフレ率	
13	21	T_LONG_INTEREST_RATE	Interest	金利	
13	22	T_TWELVE_MONTH	1 YEAR	1 年間	
13	23	T_TWELVE_YEAR	12 YEARS	12 年間	
13	24	T_FORTY_EIGHT_YEAR	48 YEARS	48 年間	
13	25	T_ACCOUNT_BALANCE	Account Balance	預金残高	
13	26	T_PARK_VALUE	Park Value	パークの価値	
13	27	TO_QUOTA_BALANCE	Balance Target	クリア資金	
13	28	TO_QUOTA_PARK	Park Value Target	クリア総資産	
14	0	CELL7991	EMPTY	なし	
14	1	CELL8001	FRANCE	フランス	
14	2	CELL8011	U.S.A.	アメリカ	
14	3	CELL8021	INDIA	インド	
14	4	CELL8031	GERMANY	ドイツ	
14	5	CO_DATA_LOCALPOP         	SHORT POPULATION :	地域人口	
14	6	CO_DATA_MEDIUMPOP        	MEDIUM POPULATION :	地方人口	
14	7	CO_DATA_LONGPOP         	LONG POPULATION :	広域人口	
14	8	CO_DATA_INFLATIONRATE	INFLATION RATE :	インフレ率	
14	9	CO_DATA_INTRESTRATE      	INTEREST RATE :	金利	
14	10	CO_DATA_ECONOMY         	ECONOMY :	経済	
14	11	CO_DATA_TAXFREEPERIOD	TAX FREE PERIOD YEARS :	免税期間（年）	
14	12	CO_DATA_LANDTAX         	LAND TAX :	不動産税	
14	13	CO_DATA_WEATHER         	WEATHER :	気候	
14	14	CO_DATA_TERRAIN         	TERRAIN :	地形	
14	15	CO_DATA_SPECIAL         	SPECIAL :	スペシャル	
14	16	CO_DATA_WHO                     	WHO :	ライバル	
14	17	CO_DATA_COST            	COST :	土地価格	
14	18	CO_ECONOMY_TEXT	RICH	先進国	
14	19	CELL8181	WEALTHY	リッチ	
14	20	CELL8191	MEDIUM	中進国	
14	21	CELL8201	POOR	途上国	
14	22	CELL8211	VERY POOR	激貧	
14	23	CO_WEATHER_TEXT	CLEAR	快晴	
14	24	CELL8231	SNOW	多雪	
14	25	CELL8241	RAIN	多雨	
14	26	CELL8251	SUN	好天	
14	27	CELL8261	STORM	強風	
14	28	CO_TERRAIN_TEXT	GRASS	草地	
14	29	CELL8281	ROCK	岩山	
14	30	CELL8291	FOREST	森林	
14	31	CELL8301	RIVER	河川	
14	32	CELL8311	LAKE	湖水	
14	33	CO_SPECIAL_TEXT	NOTHING	なにもない	
14	34	CELL8331	LIKES BURGERS	バーガー好き	
14	35	CO_DATA_PLAYER_NAME             	PLAYER NAME	プレイヤーの名前	
14	36	CO_DATA_BALANCE                 	BALANCE	資金	
14	37	CO_DATA_PERSONAILTY             	PERSONALITY	独自性	
14	38	CO_DATA_VENDETTA                	VENDETTA	敵対関係	
14	39	CO_DATA_REPUTATION              	REPUTATION	評判	
14	40	CO_DATA_NO_RIDES                	NUMBER OF RIDES	アトラクション数	
14	41	CO_DATA_NO_SHOPS                	NUMBER OF SHOPS	ショップ数	
14	42	CO_DATA_NO_STAFF                	NUMBER OF STAFF	スタッフ数	
14	43	CO_DATA_NO_PEOPLE               	NUMBER OF PEOPLE	来場者数	
14	44	CO_PLAYER_GOING_FOR_NOONE	NONE	なし	
14	45	CELL8441	ITALY	イタリア	
14	46	CELL8451	SPAIN	スペイン	
14	47	CELL8461	CANADA	カナダ	
14	48	CELL8471	NOT_USED	NOT_USED	
14	49	CELL8481	NOT_USED	NOT_USED	
14	50	CELL8491	BRAZIL	ブラジル	
14	51	CELL8501	NOT_USED	NOT_USED	
14	52	CELL8511	UNITED KINGDOM	イギリス	
14	53	CELL8521	NOT_USED	NOT_USED	
14	54	CELL8531	NOT_USED	NOT_USED	
14	55	CELL8541	SOUTH AFRICA	南アフリカ	
14	56	CELL8551	ANTARCTICA	南極	
14	57	CELL8561	EGYPT	エジプト	
14	58	CELL8571	NOT_USED	NOT_USED	
14	59	CELL8581	RUSSIA	ロシア	
14	60	CELL8591	CHINA	中国	
14	61	CELL8601	NOT_USED	NOT_USED	
14	62	CELL8611	JAPAN	日本	
14	63	CELL8621	AUSTRALIA	オーストラリア	
14	64	CELL8631	NOT_USED	NOT_USED	
14	65	CELL8641	DIFFICULTY	難易度	
14	66	CO_DATA_TO_CLEAR_VALUE	PARK VALUE TO CLEAR	クリア総資産	
14	67	CO_DATA_TO_CLEAR_BALANCE	BALANCE TO CLEAR	クリア資金	
15	0	PT_TITLE	YOUR PLAYER DETAILS	プレイヤーについて	
15	1	PT_NAME	YOUR NAME	名前	
15	2	PT_NICKNAME	NICKNAME	ニックネーム	
15	3	PT_AGE	AGE	年齢	
15	4	PT_SEX	SEX	性別	
15	5	PT_PARK_THEME	PARK NAME	テーマパークの名前	
15	6	PT_SIM_LEVEL	SIM LEVEL	ゲームレベル	
15	7	PT_PARK_VISITORS	GAME MODE	ゲームモード	
15	8	PT_START_LEVEL	START LEVEL	スタート時の資金	
15	9	PT_NO_OPPONENTS	OPPONENTS	ライバルの数	
15	10	PT_OPPONENTS_LEVEL	OPPONENTS LEVEL	ライバルのレベル	
15	11	PT_PLAYED_BEFORE	TUTORIAL	チュートリアル	
15	12	PT_MALE_FEMALE_TEXT	MALE	男	
15	13	CELL8811	FEMALE	女	
15	14	PT_SIM_LEVEL_TEXT	SANDBOX	つくるのが\n楽しい	
15	15	CELL8831	SIM	考えるのが\n楽しい	
15	16	CELL8841	FULL	なんでも\nできる	
15	17	PT_START_LEVEL_TEXT	EASY	初級	
15	18	CELL8861	MEDIUM	中級	
15	19	CELL8871	HARD	上級	
15	20	CELL8881	NO	いいえ	
15	21	PT_PLAYED_BEFORE_TEXT	YES	はい	
15	22	PT_END	FINISHED	終わり	
16	0	FT_VERY_BAD	VERY BAD	サイテー	
16	1	FT_BAD	BAD	悪い	
16	2	FT_POOR	POOR	いまいち	
16	3	FT_OKAY	OKAY	まあまあ	
16	4	FT_QUITE_GO	QUITE GOOD	そこそこ	
16	5	FT_GOOD	GOOD	よい	
16	6	FT_VERY_GOO	VERY GOOD	とてもよい	
16	7	FT_EXCELLEN	EXCELLENT	すばらしい	
16	8	FT_SUPERB	SUPERB	最高	
16	9	FT_TOP	TOP NOTCH	ぶっちぎり	
17	0	PPT_JUST_OFF_BUS	JUST PAID	いま来たところ	
17	1	PPT_JUST_PAID	JUST ARRIVED	着いたばかり	
17	2	PPT_NOT_LONG	NOT LONG	あまり経ってない	
17	3	PPT_SHORT_TIME	A SHORT TIME	ほんのちょっと	
17	4	PPT_LITTLE_WHILE	A LITTLE WHILE	少し経った	
17	5	PPT_WHILE	A WHILE	１時間ぐらい	
17	6	PPT_FEW_HOURS	A FEW HOURS	２－３時間いる	
17	7	PPT_SEVERAL_HOURS	SEVERAL HOURS	６－７時間いる	
17	8	PPT_LONG_TIME	A LONG TIME	長いこといる	
17	9	PPT_AGES	AGES	何年もいる	
17	10	PPT_HOME_SOON	GOING HOME SOON	もうすぐ帰る	
17	11	PPT_HOME_TIME	HOME TIME	もう帰る時間だ	
17	12	PPT_HAPPIEST	HAPPY AS CAN BE	この上なく楽しい	
17	13	PPT_INCREDIBLE	INCREDIBLY HAPPY	途方もなく楽しい	
17	14	PPT_VERY_HAPPY	VERY HAPPY	とても楽しい	
17	15	PPT_HAPPY 	HAPPY	楽しい	
17	16	PPT_QUITE_HAPPY	QUITE HAPPY	実に楽しい	
17	17	PPT_OKAY	OKAY	まあまあ	
17	18	PPT_BORED	A BIT BORED	ちょっと退屈	
17	19	PPT_QUITE_UNHAPPY	QUITE UNHAPPY	割とつまらない	
17	20	PPT_UNHAPPY	UNHAPPY	つまらない	
17	21	PPT_VERY_UNHAPPY	VERY UNHAPPY	とってもつまらない	
17	22	PPT_FAVOURITE_RIDE			
18	0	CELL9271	CHECK MY PROFILE	プロフィールを見る	
18	1	CELL9281	CHECK MY FRIENDS	フレンドリスト	
18	2	CELL9291	START DS WIRELESS COMMUNICATIONS	通信開始	
18	3	CELL9301			
19	0	PH_TXT_START	Hello my name is Robert Bell.  Allow me to help you get started as a theme park owner.<P>Let us start by setting up your profile. Tap the items on the screen to change your profile settings.	それではまず初めに、オーナーである、\nあなたのプロフィールを教えてください。	
19	1	PH_TXT_INPUT_NAME	Please enter your name. Tap the OK button when you're done.	あなたの名前を入力しましょう。\n入力後、OKアイコンをタッチしてください。	
19	2	PH_TXT_INPUT_COMMENTS	Enter a message you would like to share with others.	なにか一言。言ってみたいと思いませんか？\nあなたの心の叫び、そっと教えてください。	
19	3	PH_TXT_INPUT_BODY	Choose the avatar you want to use.  Draw a check mark on, or a circle around your choice with the stylus.	あなたの分身となるキャラクターを決定します。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
19	4	PH_TXT_INPUT_SEXTYPE	Choose your gender.  Draw a check mark on, or a circle around your choice with the stylus.	あなたの性別を入力します。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは、○で囲んでください。	
19	5	PH_TXT_INPUT_BLOODTYPE	Enter your blood type.  Draw a check mark on, or a circle around your choice with the stylus.	ここでは血液型を入力します。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは、○で囲んでください。	
19	6	PH_TXT_INPUT_BIRTHDAY	Please enter your birthday.  Touch the OK button when you're done.	ここではあなたの誕生日を入力してください。	
19	7	PH_TXT_WELCOMETHEPARK	Welcome to the world of Theme Park!<P>Here you can build the Theme Park of your dreams.	”テーマパーク”へようこそ！<P>このゲームで、\n一緒に楽しく遊園地を造っていきましょう！	
19	8	PH_TXT_WARRNING	A saved game for the theme park that you've been building already exists.<P>Do you want to delete your saved game and create a new theme park from scratch?	建設途中のテーマパークのデータがあります。\n以前のテーマパークは廃園となります。<P>以前のデータを破棄し、\n新たなテーマパークを作りますか？	
19	9	PH_TXT_LOADMESSAGE	Loading theme park data. Please wait...	テーマパークのデータをロード中です…\nしばらくお待ちください。	
19	10	PH_TXT_INPUT_PROFILE	Please enter your profile details. Tap the OK button when you're done.	プロフィール入力中です。\n入力が済んだら、\nOKアイコンをタッチしてください。	
19	11	PH_TXT_INPUT_PROFILE_DONE	Your profile has been created!<P>This profile will serve as a calling card of sorts when using the DS Wireless Communications.<P>You will also be able to trade profiles with other players who are also in this mode.<P>By trading profiles, your avatar can visit other players' parks, and their avatars can visit yours!<P>When you have a chance, try out the DS Wireless Communications. You just might make some new friends!	プロフィールを作成しました！<P>このプロフィールは、\nすれちがい通信の際、\nあなたの名刺代わりとなります。<P>また、すれちがい通信をする事によって、\n他のプレイヤーのプロフィールを入手できます。<P>他のプレイヤーは、\n別のテーマパークのオーナーとして、\n遊びに来るかもしれません。<P>すれちがい通信で、新たな出会いの予感！？\nすれちがい通信、ぜひ試してみてください！	
19	12	PH_TXT_INPUT_PROFILE_CONFIRM	Tap the OK button when you're done.	入力できましたか？\n問題なければ、\nOKアイコンをタッチしてください。	
19	13	PH_TXT_INPUT_ICON	Next, choose an icon for your avatar. Either draw a check mark on, or a circle around your choices with the Stylus.	次にキャラクターのアイコンを選択します。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは、○で囲んでください。	
19	14	PH_TXT_COUNTRY_SELECT	Choose the country you want to build your Theme Park in.	次にテーマパークを建設する国を決めましょう。	
19	15	CELL9471	You have chosen ＠＠＠＠. Touch the OK button to confirm your choice.	＠＠＠＠でよろしいですか？\nよろしければ、OKアイコンをタッチしてください	
19	16	CELL9481	Choose the country you want to build your Theme Park in.	どの国にテーマパークを建設しますか？\n建設したい国の国旗をタッチしてください。	
19	17	CELL9491	You have chosen ＠＠＠＠. Touch the OK button to confirm your choice.	＠＠＠＠でよろしいですか？\nよろしければ、ＯＫアイコンをタッチしてください	
19	18	PH_TXT_COUNTRY_SELECT_AGAIN	You've already achieved success in %s. Do you want to play in this country again?	%sでは、\nすでに大成功を収めています。\nもう一度、この国でチャレンジしますか？	
19	19	PH_TXT_ENTER_NAME	Enter Name	名前を入力	
19	20	PH_TXT_ENTER_COMMENTS	Enter Message	コメントを入力	
19	21	CELL9531			
20	0	PH_TEXT_MONTH	MONTH	月	
20	1	PH_TEXT_DAY	DAY	日	
20	2	CELL9571			
21	0	NT_TXT_COM_ACCESSING	You're in DS Wireless Communications mode now... The connection will be kept alive even if you close your Nintendo DS.<P>While in this mode, if you get within range of another Theme Park owner...<P>... who is also in DS Wireless Communications mode, you will automatically exchange profiles!	現在、すれ違い通信中です…\n本体を閉じても、通信は継続します。	
21	1	NT_TXT_COM_SUCCESSED	The owner of another theme park just sent you a profile!<P>Can't wait to check out his/her details? Let's open up that profile and take a look!	他のテーマパークのオーナーから、\nプロフィールを受信しました！<P>どんな方なんでしょうか？楽しみですね。\n早速プロフィールを見てみましょう！	
21	2	NT_TXT_START	Welcome to the Theme Park DS Wireless Communications mode. You have a number of options below.<P>Either draw a check mark on, or a circle around, to choose one.<P>You can also tap each option to view its description, or tap the "X" to return to the previous menu.	”すれちがい通信”モードにようこそ。\nこの画面では通信周りの設定を行います。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
21	3	NT_TXT_GUID_PROFILE	Confirm your profile details. You can also edit your profile from here.	あなたのプロフィールを確認します。\nまたプロフィールの再編集が可能です。	
21	4	NT_TXT_GUID_FRIENDLIST	Draw a check mark or a circle on this box to view other Theme Park owners you met in DS Wireless Communications mode.	すれ違い通信で出会った、\n別のテーマパークの\nオーナープロフィールを表示します。	
21	5	NT_TXT_GUID_COMSTART	Draw a check mark or a circle on this box to begin using DS Wireless Communications mode.	すれ違い通信を開始します。	
21	6	NT_TXT_COMES_BEFORE	This is %s, who visited our Theme Park before.<P>Meeting old friends is such a wonderful thing. Friendships go a long way!	これは以前、我々のテーマパークを訪れた、\n%s 様ですね。<P>またこうして出会えた事は素晴らしいことです。\n一期一会、大切にしたいですね。	
21	7	NT_TXT_COMES_BEFORE_ADD	Looks like this person's having fun running theme parks, too.	ふむふむ、なるほど。このオーナー様も、\nテーマパーク運営、楽しまれてるようですね。	
21	8	NT_TXT_FRIENDLIST_ADD	You have added %s to your "Friends" List!	%s 様を\nフレンドリストに追加しました！	
21	9	NT_TXT_FRIENDLIST_FULL	I'm sorry, your "Friends" list is already full.<P>You'll need to delete a profile first if you want to add someone new.<P>Do you want to choose someone to delete from your "Friends" list?	申し訳ありません。\nすでにフレンドリストは満席となっております。<P>新たに登録したい場合、\nフレンドリストからどなたか一人、\n削除しなければなりません。<P>フレンドリストから、\n削除する候補者を選びますか？	
21	10	NT_TXT_FRIENDLIST_RECONFIRM	Are you sure you want to give up adding %s to your "Friends" List?	%s 様は\nフレンドリストに登録できません。\nそれでもよろしいですか？	
21	11	NT_TXT_FRIENDLIST_ADDFALED	%s was not added to your "Friends" List.	残念ですが、\n%s 様は\nフレンドリストに登録できませんでした。	
21	12	NT_TXT_FRIENDLIST_DELETE	Choose a Theme Park owner to delete from your "Friends" list.	フレンドリストから削除したい\nテーマパークオーナーを選んでください。	
21	13	NT_TXT_FRIENDLIST_DELETED	You've deleted %s from your "Friends" list.	%s 様を\nフレンドリストから削除しました！	
21	14	NT_TXT_FRIENDLIST_START	See the list of the other Theme Park owners who sent you their profiles using DS Wireless Communications. <P>Either draw a check mark on, or a circle around, your choice.	この画面では、通信で獲得した別の\nテーマパークオーナーの一覧が表示されます。<P>選択の決定は、\nタッチペンでアイコンをチェック\nあるいは○で囲んでください。	
21	15	NT_TXT_UNLOCK_SUCCESSED	Congratulations! You've unlocked %s by using DS Wireless Communications mode!	おめでとうございます！すれちがい通信で、\n%s が\nアンロックされました！	
21	16	NT_TXT_FRIENDLIST_UPDATE	Your Friends List has been updated. Do you want to Save your Friends List?	新しい要素が更新されました。\nセーブしてもいいですか？	
21	17	NT_TXT_UNLOCK_SAVECONFIRM	You've unlocked a new feature! Do you want to Save your progress?	新しい要素がアンロックされました。\nセーブしてもいいですか？	
21	18	NT_TXT_FRIENDLIST_DELETECONFIRM	Would you like to delete %s from your "Friends" list?	%s 様を\nフレンドリストから削除してもよろしいですか？	
21	19	NT_TXT_COM_ERROR	DS Wireless Communications cannot be performed.	DSワイヤレス通信を行うことができません	
21	20	CELL9791			
22	0	AD_HELP_START	Last, but not least, choose an advisor to help you run your theme park.<P>Your advisor will offer you various helpful tips when you're tackling problems with your park.	最後に、オーナーである\nあなたの良きパートナーとなる\nアドバイザーを任命します。<P>アドバイザーは、\nあなたがテーマパークの運営に困った時、\n的確なアドバイスをしてくれます。	
22	1	AD_HELP_LEE_COMMENTS	Lee is a tough, energetic youngster.	リーです。\nガッツあふれる元気な若者です。	
22	2	AD_HELP_ROBERT_COMMENTS	I will back you up with a wealth of knowledge.	ロバートです。\n豊富な知識で、あなたをサポートします。	
22	3	AD_HELP_MOCCA_COMMENTS	Mocca is sure to brighten up your days.	モカです。\n癒しを求めるあなたにピッタリじゃないですか？	
22	4	AD_HELP_CRYSTAL_COMMENTS	Crystal is smart and beautiful. What else could you wish for?	クリスタルです。\n聡明にして容姿端麗、大人の魅力全開です。	
22	5	AD_HELP_ASSIGNMENT_LEE	Nice meetin' ya, Boss! I'm Lee.<P>I'll take over and help you get around from here.<P><2>Together, we'll be building a totally awesome theme park!	はじめまして、オーナー！\nボクはリー。<P>ここからはロバートに代わって、\nボクがナビゲートしていきます。よろしくです！<P><2>それじゃあ、これから一緒に\nスゲぇ、テーマパークを作っていきましょう！	
