#묶음	번호	식별자	EN	JP	KO
0	0	MA_LEGAL_PATH	<1>As you can see, the Path Placement icon is ON. That means you can use the stylus to place paths!	<1>歩道設置アイコンがＯＮの状態です。\nタッチペンで歩道が書けますね。	
6	65	CELL2691	<1>All right, the Whippy Ice Cream shop is safely in its spot. There's one thing I want you to remember about shop placement.	<1>ＯＫ！ウォーリーアイスが配置されました。\nここでショップに関しても注意点があります。	
6	66	CELL2701	<2>You already know what I'm going to say, don't you? Shops, just like rides, have to be next to paths.	<2>…そう！もう、わかりますよね？\nアトラクション同様、ショップも\n歩道に隣接した場所に配置してくださいね。	
6	67	CELL2711	<4>Hey! That guest who just came out of the ice cream shop dropped some trash on the ground! Grrr! I can't stand litterbugs!	<4>あら？ウォーリーアイスから出てきたお客様、\nゴミを歩道に捨てちゃいましたね、…もうっ！	
6	68	CELL2721	<3>The park will get a bad reputation if there's garbage everywhere. A bad reputation could affect ticket sales.	<3>パークがゴミだらけになると、お客様から\n悪評が立ち、入場者数に影響が出てしまいます。	
6	69	CELL2731	<1>I guess it's time to hire a cleaning staff. What the park needs is a Handyman or two.	<1>その対策として、\n園内を清掃してくれるスタッフ、\nスイーパーを雇用しましょう。	
6	70	CELL2741	<1>The flashing icon is the "Staff" icon. Would you please tap it?	<1>点滅しているのが”スタッフアイコン”です。\nアイコンをタッチして頂けますか？	
6	71	CELL2751	<1>Just like before, the upper and lower screens have switched positions. The lower screen now displays the "Hire Staff" screen.	<1>画面が切り替わりましたね。\n下画面を御覧下さい。\nこれが”スタッフ雇用画面”です。	
6	72	CELL2761	<1>Tap on the "Handyman" to see a description.	<1>次に”スイーパー”をタッチして頂けますか？	
6	73	CELL2771	<1>Like it says in the explanation, a Handyman is specially trained in park cleaning techniques.	<1>説明文にある通り、\n彼はパークを清潔に保つ為に必要な、\n清掃専門のスタッフです。	
6	74	CELL2781	<1>Would you please check or circle the Handyman?	<1>スイーパーを”チェック”\n又は○で囲んでください。	
6	75	CELL2791	<1>The screens have returned to their original positions. Let's give the Handyman a place to stand.	<1>再び画面が切り替わりましたね。\n次にスイーパーの配属場所を指定しましょう。	
6	76	CELL2801	<1>Would you please tap the flashing location? Doing so places the Handyman at that position. Then tap the OK button.	<1>点滅位置をタッチして頂けますか？\nＯＫアイコンが表示されます。配置しましょう。	
6	77	CELL2811	<2>The Handyman's already gone to work! Now that's a professional. As the park grows, hire more cleaners to keep up with it.	<2>早速作業を始めてます、さすがプロ！\n今後は状況に応じて、\n適切な人数を雇用しましょう。	
6	78	CELL2821	<5>Oh, no! Emergency! The Bouncy Castle's smoking!	<5>あぁん大変！\n設置したバウンシーキャッスルが\n煙を上げてる！	
6	79	CELL2831	<3>Better do something quick before it blows! We cannot afford such a disaster!	<3>早く対処しなければ、爆発事故が発生し\n大惨事に繋がってしまいます！	
6	80	CELL2841	<4>An explosion would damage the area to an extreme. You would never be able to build a ride in that spot again.	<4>一度事故を起こしてしまうと、周囲の信頼を失い\n同じ場所に新たな施設を\n建てられなくなってしまいます。	
6	81	CELL2851	<4>We'd better put our minds to work setting up daily maintenance.	<4>そのようなことが起きない様、常日頃\nパークのメンテナンスを心掛けましょう。	
6	82	CELL2861	<1>I think it's time for more hiring. Let's get some Mechanics in here to keep the rides running smoothly.	<1>じゃあ今度は…\nアトラクションを修理するスタッフ、\nメカニックを雇ってみましょう。	
6	83	CELL2871	<1>Would you please tap the staff icon? Remember, it's just like when you hired the Handyman.	<1>スイーパーの時と同様、点滅している\n”スタッフアイコン”をタッチして頂けますか？	
6	84	CELL2881	<1>The "Hire Staff" screen is now open. Tapping on the Mechanic gives you a description.	<1>”スタッフ雇用画面”に移動しました。\n次に”メカニック”を選択します。	
6	85	CELL2891	<1>Now, either check or circle the Mechanic please. 	<1>メカニックを”チェック”\n又は○で囲んでください。	
6	86	CELL2901	<1>The screens have switched places again, haven't they? Please place the Mechanic you selected.	<1>再び画面が切り替わりましたね。\n次にメカニックの配属場所を指定しましょう。	
6	87	CELL2911	<1>Would you tap the flashing spot? Nice! Tap OK to confirm the placement of the Mechanic.	<1>点滅位置をタッチして頂けますか？\nＯＫアイコンが表示されます。配置しましょう。	
6	88	CELL2921	<1>The Mechanic will notice the smoke and automatically head over to the malfunctioning ride.	<1>配属されましたね。優秀な我がメカニック達。\n普段、彼らは自発的に\n修理してくれるのですが…	
6	89	CELL2931	<1>As the park grows and the number of rides increases, you may have to point out which ride you want Mechanics to work on.	<1>今後、アトラクション増加につれて\nオーナーが直接\n修理先を指示するケースも予想されます。	
6	90	CELL2941	<1>Let me tell you how to go about doing that. It's always good to be prepared, right?	<1>その時に対応できる様、\n修理先の指定方法について、\nレクチャーします。	
6	91	CELL2951	<1>First, make sure none of the icons along the bottom of the screen are highlighted. If none of them are on, the cursor is "free".	<1>まず、どのアイコンも\nＯＮになってない事を確認してください。\nこれを”カーソルフリー”と呼びます。	
6	92	CELL2961	<1>While the cursor is free, would you please tap the Bouncy Castle?	<1>カーソルフリー状態で、\nバウンシーキャッスルをタッチして頂けますか？	
6	93	CELL2971	<1>This displays the status screen on the upper screen. This screen now shows the current status of Bouncy Castle.	<1>上画面に\n”ステータス画面”が表示されています。\n現在のバウンシーキャッスルの状態です。	
6	94	CELL2981	<1>While the cursor is free you can tap any staff member, guest, shop, or ride you have on screen.	<1>”カーソルフリー”状態で、スタッフや\nショップ、アトラクションをタッチしてみると…	
6	95	CELL2991	<1>Any time you need this sort of information, just remember you can bring up this screen.	<1>いつでもステータス情報を把握できます、\n覚えておいてくださいね。	
6	96	CELL3001	<1>There's a flashing gauge on the Bouncy Castle status screen, isn't there?	<1>バウンシーキャッスルのステータス画面にて、\n点滅しているゲージがありますね。	
6	97	CELL3011	<1>This gauge is called the "Reliability" bar. It tells you how a ride is holding up.	<1>これはこのアトラクションの耐久度を表す\n”耐久ゲージ”です。	
6	98	CELL3021	<3>When the gauge is bright red, the ride is in a very dangerous state.	<3>ゲージが真っ赤なこの状態は、とても危険な\n状態にあることを示しています。	
6	99	CELL3031	<3>You can call a Mechanic directly to the ride by tapping the gauge.	<3>このゲージをタッチすると、メカニックを直接\nアトラクションに呼び寄せる事ができます。	
6	100	CELL3041	<1>To do that, take a look at the lower right corner of the park screen. <P>There's a new icon, isn't there? This icon is the "Edit" icon.	<1>パーク画面、右下を御覧下さい。\n新たに出現したアイコンは\n”エディットアイコン”です。	
6	101	CELL3051	<1>Would you tap the "Edit" icon, please?	<1>”エディットアイコン”を\nタッチして頂けますか？	
6	102	CELL3061	<1>The upper and lower screens switched places again, right? Now you're able to edit the status screen.	<1>画面が切り替わりましたね。\nこれでステータス画面を\nタッチする事が可能となりました。	
6	103	CELL3071	<3>Please tap the Reliability bar quickly, and prevent a disaster!	<3>ではオーナー。\nゲージをタッチして\n事故を未然に防ぎましょう！	
6	104	CELL3081	<2>There is now a Mechanic hard at work repairing Bouncy Castle. Everything's OK.	<2>メカニックが、バウンシーキャッスルの修理に\n取りかかりました。もう大丈夫！	
6	105	CELL3091	<1>Last but not least, there's a useful trick I would like to teach you.	<1>では最後に。\n今後、お役に立つテクニックを\n私からオーナーにお教えします。	
6	106	CELL3101	<1>First, please make sure the cursor is free.	<1>まず”カーソルフリー”状態である事を\n確認してください。	
6	107	CELL3111	<1>Go ahead and give the Mechanic a number of quick taps.	<1>この状態で、タッチペンでメカニックを\n素早く何度もタッチしてください。	
6	108	CELL3121	<1>Can you tell that the Mechanic is now working a bit faster?	<1>…メカニックの動作が\n通常よりも速くなった事、\nお気付きですか？	
6	109	CELL3131	<1>When it comes to making repairs, even the best Mechanics need a certain amount of time.	<1>修理には、どんなに優秀なメカニックでも、\nある程度の時間を必要とします。	
6	110	CELL3141	<2>However, if you take a direct hand in encouraging your staff members, you'll see that they'll work harder and faster.	<2>ですが、オーナーが直接激励する事によって\nスタッフの作業効率は格段にアップします。	
6	111	CELL3151	<1>This goes for all your staff, not just Mechanics. I think you can count on them to do their best to make you happy.	<1>メカニックに関わらず、すべてのスタッフは\nオーナーの期待に応えるべく頑張るでしょう。	
6	112	CELL3161	<1>So remember, if you see a worker who's really working hard, offer some personal encouragement. All right?	<1>懸命に働くスタッフを見かけましたら、\nぜひオーナー自ら励ましてあげてくださいね。	
6	113	CELL3171	<2>And that brings our tutorial to an end. Thanks for keeping up with me.	<2>では、これにて\nチュートリアルを終了させていただきます。\nお疲れ様でしたー。	
6	114	CELL3181	<1>So, how do you think I did? To be honest, you're the first person I've ever given the tutorial to!	<1>どうでした、私のレッスン？\n実はこういう事するの、\nオーナーが初めてなんです。	
6	115	CELL3191	<1>I was pretty nervous. I really hope I was able to help you. I really do!	<1>こう見えて、結構緊張してたんですよ。\nあなたの役に立てたら、うれしいかなー。	
6	116	CELL3201	<2>The main thing is to stay focused! We can't get lazy. All right! Let's work together to make the best theme park ever!	<2>なんか慣れてくると、つい気を許しちゃうね。\nよし、ここからは切り替え！\n一緒に頑張りましょ！	
6	117	TT_SKIP_CONFIRM_MESSAGE	<1>You want to skip this tutorial? Good luck.	<1>スタートボタンで\nチュートリアルをスキップするけど…\n構わなくって？	
